id;bpp;bps;bytes;date_first_seen;dst_ip;duration;flags;flows;packet_no;pps;protocol;src_ip;time_first_seen;tos
1629;100;0;100;2022-05-02;10.0.0.1:9000;0.00;........;1;1;0;UDP;10.0.0.254:50487;21:15:48;0
1630;184;438;3128;2022-05-02;10.0.0.1:9000;57.06;........;1;17;0;UDP;10.0.0.254:50487;21:06:14;0
1631;56;0;56;2022-05-02;192.168.209.130:5.0;0.00;........;1;1;0;ICMP;192.168.209.254:0;21:16:04;0
1632;63;437;894;2022-05-02;34.122.121.32:80;16.37;........;1;14;0;TCP;10.0.0.1:45336;21:56:31;0
1633;147;0;294;2022-05-02;10.0.0.1:44597;0.00;........;1;2;0;UDP;8.8.8.8:53;21:09:23;0
1634;64;437;646;2022-05-02;52.85.218.46:443;11.81;........;1;10;0;TCP;192.168.209.130:52420;21:40:48;0
1635;40;0;80;2022-05-02;52.85.218.46:443;0.00;........;1;2;0;TCP;192.168.209.130:52402;21:02:04;0
1636;67;431;1628;2022-05-02;10.0.0.1:50858;30.20;........;1;24;0;UDP;172.217.170.174:443;21:15:47;0
1637;80;0;160;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:47575;21:17:53;0
1638;164;420;1316;2022-05-02;10.0.0.1:9000;25.03;........;1;8;0;UDP;10.0.0.254:50487;21:20:10;0
1639;77;0;154;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:54480;21:32:29;0
1640;143;411;2576;2022-05-02;10.0.0.1:9000;50.05;........;1;18;0;UDP;10.0.0.254:50487;21:08:55;0
1641;136;0;272;2022-05-02;10.0.0.1:54064;0.00;........;1;2;0;UDP;8.8.8.8:53;21:05:23;0
1642;140;381;2532;2022-05-02;10.0.0.1:9000;53.05;........;1;18;0;UDP;10.0.0.254:50487;21:22:40;0
1643;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:44597;21:09:23;0
1644;56;373;112;2022-05-02;192.168.209.130:5.0;2.40;........;1;2;0;ICMP;192.168.209.254:0;21:45:51;0
1645;60;0;120;2022-05-02;35.224.170.84:80;0.00;........;1;2;0;TCP;192.168.209.130:57718;21:08:16;0
1646;206;373;1448;2022-05-02;10.0.0.1:9000;31.03;........;1;7;0;UDP;10.0.0.254:50487;21:52:12;0
1647;344;0;344;2022-05-02;255.255.255.255:67;0.00;........;1;1;0;UDP;192.168.209.1:68;21:56:24;0
1648;157;365;1416;2022-05-02;10.0.0.1:9000;31.03;........;1;9;0;UDP;10.0.0.254:50487;21:54:21;0
1649;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:41591;21:07:52;0
1650;60;362;600;2022-05-02;34.122.121.32:80;13.23;........;1;10;0;TCP;10.0.0.1:45334;21:41:34;0
1651;149;0;298;2022-05-02;10.0.0.1:57338;0.00;........;1;2;0;UDP;8.8.8.8:53;21:22:34;0
1652;180;360;1264;2022-05-02;10.0.0.1:9000;28.03;........;1;7;0;UDP;10.0.0.254:50487;21:48:59;0
1653;61;0;61;2022-05-02;224.0.0.252:5355;0.00;........;1;1;0;UDP;192.168.209.1:60898;21:29:35;0
1654;159;359;1752;2022-05-02;10.0.0.1:9000;39.04;........;1;11;0;UDP;10.0.0.254:50487;21:13:01;0
1655;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:54748;21:19:25;0
1656;153;358;1076;2022-05-02;10.0.0.1:9000;24.02;........;1;7;0;UDP;10.0.0.254:50487;21:21:15;0
1657;56;0;56;2022-05-02;192.168.209.130:5.0;0.00;........;1;1;0;ICMP;192.168.209.254:0;21:55:22;0
1658;142;356;2140;2022-05-02;10.0.0.1:9000;48.05;........;1;15;0;UDP;10.0.0.254:50487;21:10:57;0
1659;72;0;144;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:45249;21:07:57;0
1660;142;350;1708;2022-05-02;10.0.0.1:9000;39.04;........;1;12;0;UDP;10.0.0.254:50487;21:17:59;0
1661;229;0;229;2022-05-02;192.168.209.255:138;0.00;........;1;1;0;UDP;192.168.209.1:138;21:02:12;0
1662;173;339;2080;2022-05-02;10.0.0.1:9000;49.05;........;1;12;0;UDP;10.0.0.254:50487;21:53:02;0
1663;77;0;154;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:44703;21:56:30;0
1664;178;336;2316;2022-05-02;10.0.0.1:9000;55.06;........;1;13;0;UDP;10.0.0.254:50487;21:31:17;0
1665;147;0;294;2022-05-02;10.0.0.1:47401;0.00;........;1;2;0;UDP;8.8.8.8:53;21:30:58;0
1666;161;334;2424;2022-05-02;10.0.0.1:9000;58.06;........;1;15;0;UDP;10.0.0.254:50487;21:32:36;0
1667;56;0;56;2022-05-02;192.168.209.130:5.0;0.00;........;1;1;0;ICMP;192.168.209.254:0;21:04:10;0
1668;122;325;244;2022-05-02;10.0.0.1:9000;6.01;........;1;2;0;UDP;10.0.0.254:50487;21:20:51;0
1669;101;0;202;2022-05-02;10.0.0.1:56712;0.00;........;1;2;0;UDP;8.8.8.8:53;21:50:45;0
1670;123;321;1728;2022-05-02;10.0.0.1:9000;43.04;........;1;14;0;UDP;10.0.0.254:50487;21:12:00;0
1671;162;0;324;2022-05-02;10.0.0.1:52386;0.00;........;1;2;0;UDP;8.8.8.8:53;21:29:07;0
1672;144;313;864;2022-05-02;10.0.0.1:9000;22.02;........;1;6;0;UDP;10.0.0.254:50487;21:25:52;0
1673;56;0;56;2022-05-02;192.168.209.130:5.0;0.00;........;1;1;0;ICMP;192.168.209.254:0;21:17:01;0
1674;162;307;2272;2022-05-02;10.0.0.1:9000;59.06;........;1;14;0;UDP;10.0.0.254:50487;21:00:32;0
1675;147;0;294;2022-05-02;10.0.0.1:53739;0.00;........;1;2;0;UDP;8.8.8.8:53;21:24:14;0
1676;136;299;1908;2022-05-02;10.0.0.1:9000;51.05;........;1;14;0;UDP;10.0.0.254:50487;20:59:28;0
1677;147;0;294;2022-05-02;10.0.0.1:40031;0.00;........;1;2;0;UDP;8.8.8.8:53;21:33:28;0
1678;111;295;444;2022-05-02;10.0.0.1:9000;12.01;........;1;4;0;UDP;10.0.0.254:50487;21:50:29;0
1679;84;0;168;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:59554;21:16:09;0
1680;160;292;2088;2022-05-02;10.0.0.1:9000;57.06;........;1;13;0;UDP;10.0.0.254:50487;21:44:49;0
1681;169;0;169;2022-05-02;224.0.0.251:5353;0.00;........;1;1;0;UDP;10.0.0.1:5353;21:52:56;0
1682;169;290;2036;2022-05-02;10.0.0.1:9000;56.06;........;1;12;0;UDP;10.0.0.254:50487;21:41:13;0
1683;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:37109;21:59:45;0
1684;188;288;1880;2022-05-02;10.0.0.1:9000;52.05;........;1;10;0;UDP;10.0.0.254:50487;21:40:09;0
1685;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:54875;21:30:58;0
1686;170;286;2040;2022-05-02;10.0.0.1:9000;57.06;........;1;12;0;UDP;10.0.0.254:50487;21:56:31;0
1687;149;0;298;2022-05-02;10.0.0.1:51097;0.00;........;1;2;0;UDP;8.8.8.8:53;21:08:14;0
1688;139;283;2096;2022-05-02;10.0.0.1:9000;59.06;........;1;15;0;UDP;10.0.0.254:50487;21:30:13;0
1689;84;0;168;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:36878;21:09:25;0
1690;146;275;1756;2022-05-02;10.0.0.1:9000;51.05;........;1;12;0;UDP;10.0.0.254:50487;21:18:53;0
1691;72;0;144;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:41551;21:14:10;0
1692;118;270;948;2022-05-02;10.0.0.1:9000;28.03;........;1;8;0;UDP;10.0.0.254:50487;21:26:32;0
1693;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:38398;21:42:27;0
1694;157;265;1892;2022-05-02;10.0.0.1:9000;57.06;........;1;12;0;UDP;10.0.0.254:50487;21:27:18;0
1695;100;0;200;2022-05-02;10.0.0.1:44521;0.00;........;1;2;0;UDP;8.8.8.8:53;21:16:09;0
1696;115;262;460;2022-05-02;10.0.0.1:9000;14.01;........;1;4;0;UDP;10.0.0.254:50487;21:55:24;0
1697;112;0;224;2022-05-02;10.0.0.1:33185;0.00;........;1;2;0;UDP;8.8.8.8:53;21:45:59;0
1698;131;262;1184;2022-05-02;10.0.0.1:9000;36.04;........;1;9;0;UDP;10.0.0.254:50487;21:17:08;0
1699;164;0;328;2022-05-02;10.0.0.1:38990;0.00;........;1;2;0;UDP;8.8.8.8:53;21:31:01;0
1700;114;261;688;2022-05-02;10.0.0.1:9000;21.02;........;1;6;0;UDP;10.0.0.254:50487;21:51:33;0
1701;100;0;200;2022-05-02;10.0.0.1:58236;0.00;........;1;2;0;UDP;8.8.8.8:53;21:32:27;0
1702;56;256;168;2022-05-02;192.168.209.130:5.0;5.24;........;1;3;0;ICMP;192.168.209.254:0;21:09:12;0
1703;72;0;144;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:54735;21:19:23;0
1704;171;256;1028;2022-05-02;10.0.0.1:9000;32.03;........;1;6;0;UDP;10.0.0.254:50487;21:47:54;0
1705;167;0;334;2022-05-02;10.0.0.1:33844;0.00;........;1;2;0;TCP;34.216.199.145:443;21:06:18;0
1706;56;254;224;2022-05-02;192.168.209.1:3.3;7.03;........;1;4;0;ICMP;192.168.209.254:0;21:25:16;192
1707;154;0;308;2022-05-02;10.0.0.1:54735;0.00;........;1;2;0;UDP;8.8.8.8:53;21:19:23;0
1708;56;254;224;2022-05-02;192.168.209.1:3.3;7.04;........;1;4;0;ICMP;192.168.209.254:0;21:50:18;192
1709;85;0;170;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:41284;21:21:01;0
1710;135;251;1760;2022-05-02;10.0.0.1:9000;56.06;........;1;13;0;UDP;10.0.0.254:50487;21:24:50;0
1711;40;0;80;2022-05-02;10.0.0.1:45334;0.00;........;1;2;0;TCP;34.122.121.32:80;21:41:54;0
1712;125;245;1380;2022-05-02;10.0.0.1:9000;45.04;........;1;11;0;UDP;10.0.0.254:50487;21:09:55;0
1713;60;0;120;2022-05-02;34.117.237.239:443;0.00;........;1;2;0;TCP;192.168.209.130:44672;21:33:18;0
1714;56;244;224;2022-05-02;192.168.209.1:3.3;7.34;........;1;4;0;ICMP;192.168.209.254:0;21:52:42;192
1715;229;0;229;2022-05-02;192.168.209.255:138;0.00;........;1;1;0;UDP;192.168.209.1:138;21:25:47;0
1716;56;240;224;2022-05-02;192.168.209.1:3.3;7.46;........;1;4;0;ICMP;192.168.209.254:0;21:21:47;192
1717;56;0;56;2022-05-02;192.168.209.130:5.0;0.00;........;1;1;0;ICMP;192.168.209.254:0;21:49:46;0
1718;142;239;1708;2022-05-02;10.0.0.1:9000;57.06;........;1;12;0;UDP;10.0.0.254:50487;21:07:18;0
1719;147;0;294;2022-05-02;10.0.0.1:37109;0.00;........;1;2;0;UDP;8.8.8.8:53;21:59:45;0
1720;150;236;1656;2022-05-02;10.0.0.1:9000;56.06;........;1;11;0;UDP;10.0.0.254:50487;21:03:08;0
1721;60;0;120;2022-05-02;52.85.218.93:443;0.00;........;1;2;0;TCP;192.168.209.130:37178;21:19:13;0
1722;142;231;1420;2022-05-02;10.0.0.1:9000;49.05;........;1;10;0;UDP;10.0.0.254:50487;21:14:47;0
1723;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:42412;21:14:12;0
1724;56;223;224;2022-05-02;192.168.209.1:3.3;8.03;........;1;4;0;ICMP;192.168.209.254:0;21:26:24;192
1725;229;0;229;2022-05-02;192.168.209.255:138;0.00;........;1;1;0;UDP;192.168.209.1:138;21:14:01;0
1726;142;223;1564;2022-05-02;10.0.0.1:9000;56.06;........;1;11;0;UDP;10.0.0.254:50487;21:04:12;0
1727;56;0;56;2022-05-02;192.168.209.130:5.0;0.00;........;1;1;0;ICMP;192.168.209.254:0;21:19:13;0
1728;56;223;224;2022-05-02;192.168.209.1:3.3;8.03;........;1;4;0;ICMP;192.168.209.254:0;21:16:46;192
1729;147;0;294;2022-05-02;10.0.0.1:38398;0.00;........;1;2;0;UDP;8.8.8.8:53;21:42:27;0
1730;160;221;1604;2022-05-02;10.0.0.1:9000;58.06;........;1;10;0;UDP;10.0.0.254:50487;21:28:22;0
1731;147;0;294;2022-05-02;10.0.0.1:56612;0.00;........;1;2;0;UDP;8.8.8.8:53;21:42:27;0
1732;138;216;1520;2022-05-02;10.0.0.1:9000;56.06;........;1;11;0;UDP;10.0.0.254:50487;21:02:05;0
1733;77;0;154;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:60448;21:18:17;0
1734;139;209;696;2022-05-02;10.0.0.1:9000;26.63;........;1;5;0;UDP;10.0.0.254:50487;21:49:45;0
1735;56;0;56;2022-05-02;192.168.209.130:5.0;0.00;........;1;1;0;ICMP;192.168.209.254:0;21:10:12;0
1736;56;198;224;2022-05-02;192.168.209.1:3.3;9.03;........;1;4;0;ICMP;192.168.209.254:0;21:42:41;192
1737;73;0;146;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:52263;21:09:25;0
1738;132;189;1328;2022-05-02;10.0.0.1:9000;56.06;........;1;10;0;UDP;10.0.0.254:50487;21:05:12;0
1739;101;0;202;2022-05-02;10.0.0.1:48550;0.00;........;1;2;0;UDP;8.8.8.8:53;21:31:55;0
1740;56;178;224;2022-05-02;192.168.209.1:3.3;10.01;........;1;4;0;ICMP;192.168.209.254:0;21:53:19;192
1741;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:53307;21:30:43;0
1742;56;173;112;2022-05-02;192.168.209.130:5.0;5.17;........;1;2;0;ICMP;192.168.209.254:0;21:24:01;0
1743;60;0;120;2022-05-02;35.232.111.17:80;0.00;........;1;2;0;TCP;192.168.209.130:52114;21:18:19;0
1744;56;150;448;2022-05-02;192.168.209.1:3.3;23.77;........;1;8;0;ICMP;192.168.209.254:0;21:54:06;192
1745;56;0;56;2022-05-02;192.168.209.130:5.0;0.00;........;1;1;0;ICMP;192.168.209.254:0;21:05:01;0
1746;56;147;112;2022-05-02;192.168.209.130:5.0;6.07;........;1;2;0;ICMP;192.168.209.254:0;21:33:19;0
1747;229;0;229;2022-05-02;192.168.209.255:138;0.00;........;1;1;0;UDP;192.168.209.1:138;21:25:47;0
1748;56;136;112;2022-05-02;192.168.209.130:5.0;6.56;........;1;2;0;ICMP;192.168.209.254:0;21:30:06;0
1749;149;0;298;2022-05-02;10.0.0.1:38991;0.00;........;1;2;0;UDP;8.8.8.8:53;21:52:27;0
1750;56;133;112;2022-05-02;192.168.209.130:5.0;6.69;........;1;2;0;ICMP;192.168.209.254:0;21:56:27;0
1751;147;0;294;2022-05-02;10.0.0.1:39752;0.00;........;1;2;0;UDP;8.8.8.8:53;21:48:57;0
1752;56;127;168;2022-05-02;192.168.209.130:5.0;10.54;........;1;3;0;ICMP;192.168.209.254:0;21:27:43;0
1753;84;0;168;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:39836;21:45:38;0
1754;56;126;112;2022-05-02;192.168.209.130:5.0;7.09;........;1;2;0;ICMP;192.168.209.254:0;21:32:22;0
1755;147;0;294;2022-05-02;10.0.0.1:34608;0.00;........;1;2;0;UDP;8.8.8.8:53;21:04:23;0
1756;56;123;448;2022-05-02;192.168.209.1:3.3;29.08;........;1;8;0;ICMP;192.168.209.254:0;21:27:11;192
1757;101;0;202;2022-05-02;10.0.0.1:56380;0.00;........;1;2;0;UDP;8.8.8.8:53;21:06:07;0
1758;56;114;784;2022-05-02;192.168.209.130:5.0;54.82;........;1;14;0;ICMP;192.168.209.254:0;21:44:45;0
1759;84;0;168;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:47555;21:45:52;0
1760;56;111;392;2022-05-02;192.168.209.1:3.3;28.02;........;1;7;0;ICMP;192.168.209.254:0;21:00:43;192
1761;159;0;318;2022-05-02;10.0.0.1:48606;0.00;........;1;2;0;UDP;8.8.8.8:53;21:03:11;0
1762;56;75;112;2022-05-02;192.168.209.130:5.0;11.81;........;1;2;0;ICMP;192.168.209.254:0;21:40:48;0
1763;60;0;120;2022-05-02;52.85.218.93:443;0.00;........;1;2;0;TCP;192.168.209.130:37206;21:42:25;0
1764;56;68;168;2022-05-02;192.168.209.130:5.0;19.61;........;1;3;0;ICMP;192.168.209.254:0;21:30:57;0
1765;60;0;120;2022-05-02;34.117.237.239:443;0.00;........;1;2;0;TCP;192.168.209.130:44668;21:09:11;0
1766;61;0;61;2022-05-02;224.0.0.252:5355;0.00;........;1;1;0;UDP;192.168.209.1:62710;21:40:31;0
1767;60;0;120;2022-05-02;52.85.218.93:443;0.00;........;1;2;0;TCP;192.168.209.130:37212;21:48:48;0
1768;76;0;152;2022-05-02;91.189.89.199:123;0.00;........;1;2;0;UDP;10.0.0.1:34931;21:11:13;16
1769;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:39752;21:48:57;0
1770;61;0;61;2022-05-02;224.0.0.252:5355;0.00;........;1;1;0;UDP;192.168.209.1:56602;21:56:24;0
1771;1385;0;2770;2022-05-02;172.217.170.206:443;0.00;........;1;2;0;UDP;192.168.209.130:58722;21:56:26;0
1772;72;0;144;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:59717;21:41:54;0
1773;60;0;120;2022-05-02;172.217.170.202:443;0.00;........;1;2;0;TCP;192.168.209.130:58812;21:31:17;0
1774;77;0;154;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:51097;21:08:14;0
1775;75;0;150;2022-05-02;34.216.199.145:443;0.00;........;1;2;0;TCP;10.0.0.1:33844;21:21:14;0
1776;80;0;160;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:38079;21:12:08;0
1777;88;0;176;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:41259;21:20:16;0
1778;149;0;298;2022-05-02;10.0.0.1:54480;0.00;........;1;2;0;UDP;8.8.8.8:53;21:32:29;0
1779;85;0;170;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:48550;21:31:55;0
1780;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:33556;21:27:35;0
1781;84;0;168;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:47053;21:45:38;0
1782;147;0;294;2022-05-02;10.0.0.1:58207;0.00;........;1;2;0;UDP;8.8.8.8:53;21:59:45;0
1783;154;0;308;2022-05-02;10.0.0.1:58978;0.00;........;1;2;0;UDP;8.8.8.8:53;21:31:55;0
1784;56;0;56;2022-05-02;192.168.209.130:5.0;0.00;........;1;1;0;ICMP;192.168.209.254:0;21:50:49;0
1785;154;0;308;2022-05-02;10.0.0.1:34842;0.00;........;1;2;0;UDP;8.8.8.8:53;21:32:24;0
1786;60;0;120;2022-05-02;172.217.170.202:443;0.00;........;1;2;0;TCP;192.168.209.130:58810;21:05:01;0
1787;100;0;100;2022-05-02;10.0.0.1:9000;0.00;........;1;1;0;UDP;10.0.0.254:50487;21:32:18;0
1788;72;0;144;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:34842;21:32:24;0
1789;134;0;268;2022-05-02;10.0.0.1:54510;0.00;........;1;2;0;UDP;8.8.8.8:53;21:52:26;0
1790;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:42808;21:29:05;0
1791;77;0;154;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:57338;21:22:34;0
1792;73;0;146;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:39724;21:45:52;0
1793;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:50613;21:33:28;0
1794;344;0;344;2022-05-02;255.255.255.255:67;0.00;........;1;1;0;UDP;192.168.209.1:68;21:29:35;0
1795;75;0;150;2022-05-02;34.216.199.145:443;0.00;........;1;2;0;TCP;10.0.0.1:33844;21:51:00;0
1796;85;0;170;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:56380;21:06:07;0
1797;118;0;236;2022-05-02;10.0.0.1:52263;0.00;........;1;2;0;UDP;8.8.8.8:53;21:09:25;0
1798;40;0;80;2022-05-02;10.0.0.1:33844;0.00;........;1;2;0;TCP;34.216.199.145:443;21:51:00;0
1799;77;0;154;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:42294;21:30:46;0
1800;76;0;152;2022-05-02;10.0.0.1:50813;0.00;........;1;2;0;UDP;91.189.89.199:123;21:45:22;0
1801;72;0;144;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:42536;21:07:57;0
1802;40;0;80;2022-05-02;52.85.218.93:443;0.00;........;1;2;0;TCP;192.168.209.130:37162;21:09:16;0
1803;61;0;61;2022-05-02;224.0.0.252:5355;0.00;........;1;1;0;UDP;192.168.209.1:50320;21:01:16;0
1804;229;0;229;2022-05-02;192.168.209.255:138;0.00;........;1;1;0;UDP;192.168.209.1:138;21:02:12;0
1805;147;0;294;2022-05-02;10.0.0.1:47498;0.00;........;1;2;0;UDP;8.8.8.8:53;21:04:23;0
1806;100;0;200;2022-05-02;10.0.0.1:36049;0.00;........;1;2;0;UDP;8.8.8.8:53;21:13:11;0
1807;136;0;272;2022-05-02;10.0.0.1:54740;0.00;........;1;2;0;UDP;8.8.8.8:53;20:59:42;0
1808;166;0;332;2022-05-02;10.0.0.1:42164;0.00;........;1;2;0;UDP;8.8.8.8:53;21:50:45;0
1809;159;0;318;2022-05-02;10.0.0.1:35622;0.00;........;1;2;0;UDP;8.8.8.8:53;21:22:34;0
1810;229;0;229;2022-05-02;192.168.209.255:138;0.00;........;1;1;0;UDP;192.168.209.1:138;21:49:46;0
1811;60;0;120;2022-05-02;52.85.218.93:443;0.00;........;1;2;0;TCP;192.168.209.130:37188;21:28:52;0
1812;149;0;298;2022-05-02;10.0.0.1:50578;0.00;........;1;2;0;UDP;8.8.8.8:53;21:13:11;0
1813;112;0;224;2022-05-02;10.0.0.1:36878;0.00;........;1;2;0;UDP;8.8.8.8:53;21:09:25;0
1814;60;0;120;2022-05-02;35.232.111.17:80;0.00;........;1;2;0;TCP;192.168.209.130:52118;21:27:53;0
1815;55;0;222;2022-05-02;10.0.0.1:33844;0.00;........;1;4;0;TCP;34.216.199.145:443;21:21:14;0
1816;94;0;188;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:40555;21:06:18;0
1817;138;0;276;2022-05-02;10.0.0.1:56961;0.00;........;1;2;0;UDP;8.8.8.8:53;21:06:44;0
1818;85;0;170;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:43740;21:06:07;0
1819;154;0;308;2022-05-02;10.0.0.1:53072;0.00;........;1;2;0;UDP;8.8.8.8:53;21:30:08;0
1820;76;0;152;2022-05-02;91.189.91.157:123;0.00;........;1;2;0;UDP;192.168.209.130:43304;21:27:42;16
1821;55;0;222;2022-05-02;10.0.0.1:33844;0.00;........;1;4;0;TCP;34.216.199.145:443;21:30:07;0
1822;100;0;100;2022-05-02;10.0.0.1:9000;0.00;........;1;1;0;UDP;10.0.0.254:50487;21:48:42;0
1823;100;0;100;2022-05-02;10.0.0.1:9000;0.00;........;1;1;0;UDP;10.0.0.254:50487;21:19:53;0
1824;72;0;144;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:45338;21:52:12;0
1825;40;0;80;2022-05-02;10.0.0.1:33844;0.00;........;1;2;0;TCP;34.216.199.145:443;21:54:36;0
1826;147;0;294;2022-05-02;10.0.0.1:45472;0.00;........;1;2;0;UDP;8.8.8.8:53;21:48:57;0
1827;164;0;328;2022-05-02;10.0.0.1:50087;0.00;........;1;2;0;UDP;8.8.8.8:53;21:28:33;0
1828;40;0;80;2022-05-02;52.85.218.93:443;0.00;........;1;2;0;TCP;192.168.209.130:37218;21:54:29;0
1829;138;0;276;2022-05-02;10.0.0.1:58402;0.00;........;1;2;0;UDP;8.8.8.8:53;21:02:23;0
1830;57;0;230;2022-05-02;34.216.199.145:443;0.00;........;1;4;0;TCP;10.0.0.1:33844;21:45:55;0
1831;166;0;332;2022-05-02;10.0.0.1:38956;0.00;........;1;2;0;UDP;8.8.8.8:53;21:31:55;0
1832;80;0;160;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:38935;21:10:53;0
1833;154;0;308;2022-05-02;10.0.0.1:57133;0.00;........;1;2;0;UDP;8.8.8.8:53;21:29:37;0
1834;134;0;268;2022-05-02;10.0.0.1:59035;0.00;........;1;2;0;UDP;8.8.8.8:53;21:41:33;0
1835;134;0;268;2022-05-02;10.0.0.1:33556;0.00;........;1;2;0;UDP;8.8.8.8:53;21:27:35;0
1836;75;0;150;2022-05-02;34.216.199.145:443;0.00;........;1;2;0;TCP;10.0.0.1:33844;21:54:36;0
1837;159;0;318;2022-05-02;10.0.0.1:59717;0.00;........;1;2;0;UDP;8.8.8.8:53;21:41:54;0
1838;72;0;144;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:41742;21:52:12;0
1839;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:55421;21:19:25;0
1840;61;0;61;2022-05-02;224.0.0.252:5355;0.00;........;1;1;0;UDP;192.168.209.1:56602;21:56:24;0
1841;60;0;120;2022-05-02;52.85.218.93:443;0.00;........;1;2;0;TCP;192.168.209.130:37170;21:14:00;0
1842;55;0;222;2022-05-02;10.0.0.1:33844;0.00;........;1;4;0;TCP;34.216.199.145:443;21:00:43;0
1843;149;0;298;2022-05-02;10.0.0.1:42294;0.00;........;1;2;0;UDP;8.8.8.8:53;21:30:46;0
1844;85;0;170;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:56712;21:50:44;0
1845;169;0;169;2022-05-02;224.0.0.251:5353;0.00;........;1;1;0;UDP;192.168.209.130:5353;21:48:48;0
1846;100;0;200;2022-05-02;10.0.0.1:42536;0.00;........;1;2;0;UDP;8.8.8.8:53;21:07:57;0
1847;60;0;120;2022-05-02;52.85.218.93:443;0.00;........;1;2;0;TCP;192.168.209.130:37222;21:57:13;0
1848;77;0;154;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:59126;21:27:53;0
1849;72;0;144;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:51076;21:32:29;0
1850;60;0;120;2022-05-02;35.232.111.17:80;0.00;........;1;2;0;TCP;192.168.209.130:52122;21:32:29;0
1851;101;0;202;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:40193;21:13:42;0
1852;60;0;120;2022-05-02;52.24.149.180:443;0.00;........;1;2;0;TCP;192.168.209.130:54758;21:42:27;0
1853;72;0;144;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:58978;21:31:55;0
1854;136;0;272;2022-05-02;10.0.0.1:37495;0.00;........;1;2;0;UDP;8.8.8.8:53;21:23:26;0
